private_uri,label,type,wikidata_uri,confidence
http://moviekg.local/resource/person_92422,Lennart Hjulström,Director,http://www.wikidata.org/entity/Q1817966,1.0
http://moviekg.local/resource/person_1704,Gore Verbinski,Director,http://www.wikidata.org/entity/Q295463,1.0
http://moviekg.local/resource/person_10828,Guillermo del Toro,Director,http://www.wikidata.org/entity/Q219124,0.5
http://moviekg.local/resource/person_57409,Ana de la Reguera,Director,http://www.wikidata.org/entity/Q256256,0.5
http://moviekg.local/resource/person_2822579,Daniel Kinnane,Director,http://www.wikidata.org/entity/Q114916743,0.5
http://moviekg.local/resource/person_1923093,Carlos Goitia,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_137427,Denis Villeneuve,Director,http://www.wikidata.org/entity/Q548823,1.0
http://moviekg.local/resource/person_1274776,Anthony Schatteman,Director,http://www.wikidata.org/entity/Q101423061,1.0
http://moviekg.local/resource/person_1056121,Ryan Coogler,Director,http://www.wikidata.org/entity/Q7383978,0.5
http://moviekg.local/resource/person_18899,Yuen Woo-Ping,Director,http://www.wikidata.org/entity/Q460297,1.0
http://moviekg.local/resource/person_2838796,Phil Cunningham,Director,http://www.wikidata.org/entity/Q741390,0.5
http://moviekg.local/resource/person_7395,Bobby Farrelly,Director,http://www.wikidata.org/entity/Q888535,0.5
http://moviekg.local/resource/person_558639,Alex Lovy,Director,http://www.wikidata.org/entity/Q2310245,0.5
http://moviekg.local/resource/person_1293994,Jon Watts,Director,http://www.wikidata.org/entity/Q18519749,1.0
http://moviekg.local/resource/person_4014,Paul W. S. Anderson,Director,http://www.wikidata.org/entity/Q380608,1.0
http://moviekg.local/resource/person_1288727,Jen McGowan,Director,http://www.wikidata.org/entity/Q19592385,1.0
http://moviekg.local/resource/person_17825,Shawn Levy,Director,http://www.wikidata.org/entity/Q323076,0.5
http://moviekg.local/resource/person_1634181,Rich Lee,Director,http://www.wikidata.org/entity/Q7323333,1.0
http://moviekg.local/resource/person_86270,Joseph Kosinski,Director,http://www.wikidata.org/entity/Q2444076,1.0
http://moviekg.local/resource/person_225009,Pablo Larraín,Director,http://www.wikidata.org/entity/Q1985090,1.0
http://moviekg.local/resource/person_2152816,Aditya Dhar,Director,http://www.wikidata.org/entity/Q61013862,0.5
http://moviekg.local/resource/person_2252730,Michael Houston King,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_3405584,Christophe Rigotti,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_10790,Sam Wood,Director,http://www.wikidata.org/entity/Q457269,0.5
http://moviekg.local/resource/person_37948,Brad Anderson,Director,http://www.wikidata.org/entity/Q598238,1.0
http://moviekg.local/resource/person_7623,Sam Raimi,Director,http://www.wikidata.org/entity/Q275402,0.5
http://moviekg.local/resource/person_1776,Francis Ford Coppola,Director,http://www.wikidata.org/entity/Q56094,0.5
http://moviekg.local/resource/person_1293127,Paul Miller,Director,http://www.wikidata.org/entity/Q109500884,0.5
http://moviekg.local/resource/person_1452270,Larry Yang,Director,http://www.wikidata.org/entity/Q127428040,0.5
http://moviekg.local/resource/person_12891,Joss Whedon,Director,http://www.wikidata.org/entity/Q298025,0.5
http://moviekg.local/resource/person_101108,Alberto De Martino,Director,http://www.wikidata.org/entity/Q441994,1.0
http://moviekg.local/resource/person_1039527,Tyler Gillett,Director,http://www.wikidata.org/entity/Q16221753,1.0
http://moviekg.local/resource/person_7396,Peter Farrelly,Director,http://www.wikidata.org/entity/Q1368300,1.0
http://moviekg.local/resource/person_122348,Guy Jenkin,Director,http://www.wikidata.org/entity/Q5622368,0.5
http://moviekg.local/resource/person_566109,Jan Komasa,Director,http://www.wikidata.org/entity/Q11718051,1.0
http://moviekg.local/resource/person_76595,Byron Howard,Director,http://www.wikidata.org/entity/Q1018606,1.0
http://moviekg.local/resource/person_4207773,Rodante Pajemna Jr.,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_1554853,Miroslav Sobota,Director,http://www.wikidata.org/entity/Q103456549,1.0
http://moviekg.local/resource/person_1144604,Destin Daniel Cretton,Director,http://www.wikidata.org/entity/Q15972939,1.0
http://moviekg.local/resource/person_107446,Phil Lord,Director,http://www.wikidata.org/entity/Q7182133,0.8
http://moviekg.local/resource/person_20307,Joachim Rønning,Director,http://www.wikidata.org/entity/Q1782299,1.0
http://moviekg.local/resource/person_956,Guy Ritchie,Director,http://www.wikidata.org/entity/Q5622561,0.8
http://moviekg.local/resource/person_2365816,Jeremy Wiles,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_3405581,Matthieu Castex,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_54525,Jaume Balagueró,Director,http://www.wikidata.org/entity/Q471000,1.0
http://moviekg.local/resource/person_2784807,Shota Goshozono,Director,http://www.wikidata.org/entity/Q117288879,0.5
http://moviekg.local/resource/person_2452607,Chae Ki-jun,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_1485823,Thomas Kail,Director,http://www.wikidata.org/entity/Q3353479,0.5
http://moviekg.local/resource/person_3405580,Myriam Aguiriano,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_98537,John Stalberg Jr.,Director,http://www.wikidata.org/entity/Q6258785,0.8
http://moviekg.local/resource/person_91268,Ruben Fleischer,Director,http://www.wikidata.org/entity/Q521691,1.0
http://moviekg.local/resource/person_3405583,Aymeric Mezaute,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_1401474,Corin Hardy,Director,http://www.wikidata.org/entity/Q22955213,1.0
http://moviekg.local/resource/person_582827,Raja Collins,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_13265,Franklin J. Schaffner,Director,http://www.wikidata.org/entity/Q51503,1.0
http://moviekg.local/resource/person_568322,Dan Trachtenberg,Director,http://www.wikidata.org/entity/Q5214505,0.5
http://moviekg.local/resource/person_1299380,Nima Nourizadeh,Director,http://www.wikidata.org/entity/Q2319466,1.0
http://moviekg.local/resource/person_87877,Roar Uthaug,Director,http://www.wikidata.org/entity/Q1780665,1.0
http://moviekg.local/resource/person_1392433,Julia Ducournau,Director,http://www.wikidata.org/entity/Q24061147,1.0
http://moviekg.local/resource/person_1204333,Taavi Vartia,Director,http://www.wikidata.org/entity/Q7672833,0.5
http://moviekg.local/resource/person_37710,Peter Hyams,Director,http://www.wikidata.org/entity/Q458766,1.0
http://moviekg.local/resource/person_68687,Bill Forsyth,Director,http://www.wikidata.org/entity/Q738037,1.0
http://moviekg.local/resource/person_3398276,Koyanagi Naoko,Director,NOT_FOUND,0.0
http://moviekg.local/resource/person_1579059,Vanessa Caswill,Director,http://www.wikidata.org/entity/Q89835335,0.5
http://moviekg.local/resource/person_40230,Kevin Hooks,Director,http://www.wikidata.org/entity/Q2453153,0.5
http://moviekg.local/resource/person_133115,E.W. Swackhamer,Director,http://www.wikidata.org/entity/Q3045749,0.5
http://moviekg.local/resource/person_70652,Derek Drymon,Director,http://www.wikidata.org/entity/Q931961,0.5
http://moviekg.local/resource/person_88039,Steven R. Monroe,Director,http://www.wikidata.org/entity/Q7615177,1.0
http://moviekg.local/resource/person_2034,Danny Boyle,Director,http://www.wikidata.org/entity/Q134867,0.5
